credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score
1,3840.881075,8652.796907,75330.91642,4,674
0,4101.43894,2811.527934,65493.50305,2,642
0,4820.052331,6657.655806,73054.80564,4,679
1,4952.688491,7459.507723,65062.23135,2,608
3,5412.229237,20893.77433,100756.3218,4,690
1,3916.806519,6122.666804,79467.80342,7,653
0,3541.985047,2227.915533,65298.7097,3,665
2,2290.455176,8977.768878,47622.18009,3,617
1,3596.459983,7662.180806,64113.15384,5,723
0,3627.287343,1649.470527,57908.48535,2,655
1,5833.579663,8667.518031,86720.84841,5,669
1,4589.405569,11069.40948,77213.42062,4,632
3,3185.985487,8763.840522,48006.13662,5,692
2,4927.597879,9207.398725,74039.61939,5,694
1,4771.714694,7910.23215,75294.34834,6,675
2,2775.912227,9594.415397,54855.72758,3,614
1,3142.960192,8859.381091,78000.10345,6,617
0,5916.967386,4922.346391,87692.46528,7,711
1,4387.967563,8434.275562,68861.18172,5,688
0,4719.43442,4995.86266,58946.22171,4,729
0,2655.890059,1935.477162,42761.33037,4,535
3,5662.230311,20268.46515,95250.71449,5,712
5,4388.660393,19275.03641,68091.41961,4,479
0,3873.883058,6417.802407,84764.40821,6,756
3,2201.919098,8702.005621,53309.22371,6,583
1,4219.037954,7280.455402,69107.52968,5,711
5,2614.14013,12238.64243,39551.02221,4,481
1,4953.053207,8553.475195,84365.16417,5,661
0,5833.109583,5246.536749,114283.259,5,703
5,4638.233339,24676.74922,74116.91057,1,623
0,2641.659219,2895.493793,45799.18373,6,712
1,1286.102048,2881.404639,35524.39034,5,686
5,4524.787152,21779.36314,81739.09927,4,468
2,2696.300768,5758.061609,50548.82075,8,743
0,2689.70221,2572.615312,57285.38087,2,572
0,2835.701849,6228.883985,69917.15767,4,635
4,4338.372928,19077.42071,84753.11758,7,699
2,2622.222674,7686.357562,60541.70097,5,653
5,5390.487624,24713.05013,87191.32226,4,561
1,3826.72993,4284.5969,58572.44071,7,616
0,3035.687469,4725.48281,50376.18673,3,666
0,4978.273749,1297.966632,72420.63132,4,687
1,4161.919208,5393.605755,57312.23888,6,771
0,2511.252965,1069.213887,30259.01822,4,656
1,6647.676767,12421.39254,104806.7022,5,677
0,4397.856242,7068.303608,84865.99745,6,613
1,4603.403679,7927.371551,73446.09397,5,690
0,4692.207505,4082.288669,83065.76976,3,558
0,2969.636484,3474.775282,40379.44864,3,732
0,3372.558491,3271.660352,47942.3537,5,645
5,2793.476238,11223.41519,42311.84767,5,537
1,4607.401645,7217.286288,61999.13539,5,684
0,3296.807754,3882.950911,58194.52692,4,689
0,3925.452711,5632.454122,56219.34054,4,757
0,5679.450066,1504.51309,92398.04756,4,733
5,4179.500632,21696.5674,75141.4142,3,608
0,3236.854475,6173.031248,74136.58862,5,669
2,5657.887144,11512.71977,77152.85765,3,587
3,4921.612545,12795.9136,69407.04713,4,607
0,2816.792121,4415.351506,48991.49118,3,647
0,3138.328703,6046.131288,63705.95519,4,665
3,5873.943948,16739.26788,84222.56985,3,527
0,4846.706079,2566.988819,71462.59538,5,583
0,6985.833862,6472.158241,111432.0045,5,562
5,2601.623728,12394.74502,48670.16328,8,639
1,4236.219649,6072.362352,77713.88464,8,667
1,6073.722267,10690.37122,111556.467,5,717
1,3044.751919,4972.39513,53714.70992,6,787
5,3209.505786,12389.64551,44900.19408,3,579
0,3391.636224,4530.834015,62731.62667,5,572
0,3518.300169,2180.532857,50723.51795,3,702
5,3515.58493,18163.54369,64632.68725,4,567
0,3488.110185,3589.720159,47227.27496,5,665
0,3226.352341,947.9437067,61185.1185,8,652
0,6742.525405,5406.570732,103052.3207,6,601
2,4048.80669,10624.60275,66561.99927,3,638
4,5344.280514,16625.41606,82439.8231,5,645
0,4435.558095,4769.207512,73468.11677,5,710
0,3686.223596,5804.073571,70799.26606,5,693
1,3245.460621,4376.963189,42018.28377,6,661
1,4378.031167,9589.788481,80455.23196,3,617
0,2110.100199,1453.638193,32717.96454,5,725
1,3962.88122,7038.517079,65077.77951,4,649
0,4790.605112,5583.305488,62141.9444,4,632
1,3840.493503,5763.73243,62316.11558,5,722
4,6361.664916,23782.18042,94825.56781,3,511
5,5086.134661,24552.63619,78546.94374,4,607
3,6328.628489,15963.44606,95215.94432,5,574
0,5848.389656,2025.759233,85382.85106,3,639
1,4757.510559,6445.46794,68049.95766,5,624
0,6239.579763,7222.054207,84466.72446,4,663
5,3186.565208,14965.49515,50994.40641,4,611
0,1075.018648,401.9034192,18748.17513,6,687
1,5820.561283,7841.960677,91912.32678,2,552
2,2277.194668,5922.869288,45921.48121,4,607
0,3575.015601,3370.359931,62861.44838,5,586
1,3257.432198,5342.562077,72206.79861,7,682
5,6033.574613,25869.93086,81807.10663,4,637
5,5230.023441,20592.99893,74008.63426,4,582
0,2521.946675,1105.82593,56822.85212,5,671
1,3360.521885,5079.633305,39443.21126,3,527
0,3950.795122,3080.709544,55091.73142,5,639
0,5582.195183,3134.855259,91817.24019,2,690
0,4803.005208,4984.625986,94543.99118,6,739
1,2722.261633,3508.061668,43369.18419,6,704
1,4525.859521,10958.33414,104855.9579,4,709
0,5349.925865,5002.645941,72511.1314,3,614
5,3754.042918,16260.21815,54752.97836,2,566
0,5312.81764,3930.71331,85873.11223,5,690
3,3000.534093,10287.40629,58252.23698,5,625
0,4682.39348,7419.597888,88785.61388,4,636
2,4427.767815,8346.12473,72166.39321,7,656
0,1875.113047,2365.397903,29565.60654,2,708
0,5464.999792,2263.428252,69622.93294,2,594
0,3791.485094,2115.226372,53789.84626,2,723
1,8087.428082,10684.59426,106782.9886,7,726
2,5738.234085,12062.69125,86373.14263,5,605
0,3689.504549,7181.484593,80267.32427,4,673
0,5291.484161,846.7774634,84677.74634,3,662
0,3586.828777,1561.581917,56985.92906,4,631
0,4199.363517,1853.819897,61713.30134,2,539
1,2762.059202,5576.152977,68018.40329,8,598
2,5174.483976,13598.12768,96122.43767,7,766
1,4603.995386,7250.202705,66757.52837,5,637
0,4292.123526,6670.107192,79909.90112,4,625
5,2658.052094,12655.14651,53551.35549,8,717
5,4436.270754,21281.81284,74146.74469,2,662
1,6038.863169,12789.22767,102087.9856,5,716
0,2886.719592,1119.49684,41071.6761,3,535
1,3355.527546,6922.451104,61660.582,4,629
1,3884.599459,6469.556288,70026.2534,6,597
1,3076.653512,5280.062857,60904.12452,6,589
3,2073.310166,5584.460341,42480.40558,8,537
2,2073.267234,6371.07952,48384.67814,6,640
1,3434.855645,7029.249846,66287.84885,6,680
1,2089.461288,5343.684776,52011.20673,6,706
1,5258.01505,9643.833276,85154.30269,6,629
0,2815.611315,3959.02479,53838.48025,5,638
5,3482.326527,20621.89761,80935.13009,5,669
0,3152.56924,2407.891164,51472.03325,5,628
3,1915.475828,8076.771158,44572.8287,4,713
4,3927.421994,13760.33379,60904.42796,5,611
1,3227.725221,9740.747905,98213.84983,7,694
0,5851.256856,4606.096444,68416.94789,2,770
0,4309.2374,4339.783315,66627.25159,5,586
1,5352.270971,7976.548281,86717.58021,5,594
0,3807.241612,5534.72001,75095.00116,4,621
1,4220.434244,7419.839743,86011.37032,5,600
0,2271.318459,4062.42798,42390.09209,4,552
1,4872.030056,7833.58678,70098.2648,5,666
0,4633.315679,5162.774107,67679.42076,6,671
0,3843.585157,5004.865503,81585.37202,3,701
0,4449.327537,5560.382444,79263.3724,3,653
1,3205.713412,4107.75803,44011.89333,6,742
1,3974.6109,6863.660416,83353.46492,5,552
0,2139.478386,4365.128283,46312.80174,4,601
1,3261.040555,5758.737694,48226.64945,5,721
1,6639.015996,9722.314393,92187.80777,5,702
1,3062.63652,6333.098228,73973.21633,8,613
1,2637.855925,8138.051069,63012.49002,5,733
2,1498.864876,5557.745634,32634.19014,5,677
5,3712.930286,18775.52882,62711.06685,4,600
5,2790.043417,12434.67871,48544.95571,3,541
3,3943.802777,8931.90465,57756.13723,6,476
4,5453.353365,22129.53256,89062.37285,5,607
3,5220.360137,18622.56844,84314.30403,3,558
3,2473.472965,8217.783016,52794.23673,5,636
0,1535.279893,1097.905338,26672.95805,7,603
5,5090.063718,22918.026,86535.41763,5,604
5,4217.35898,20713.61568,76139.95873,4,548
1,3191.600857,5877.32574,59911.5528,6,749
0,3416.647326,2585.906483,55485.05176,4,773
0,2657.689508,942.6321427,53326.66037,5,598
0,4085.634878,820.6393796,82063.93796,4,557
0,3050.991185,4506.17482,52237.68755,3,636
0,4473.181539,6029.616654,71510.32548,3,544
2,2154.999257,3926.656874,35128.16329,5,664
1,3306.618675,4370.404382,66940.61755,6,667
0,7680.207805,3142.161336,111587.9802,6,590
1,5829.658279,8709.369102,87935.51688,6,656
2,3895.54214,6737.781364,57642.7881,8,769
1,3381.522655,7252.425046,71085.64529,5,638
0,4355.609814,7214.553356,80724.56743,3,685
3,4396.494968,11922.16796,61340.23455,4,587
5,2372.160278,10064.94338,34056.5216,5,647
2,3021.756517,15487.70684,94904.30991,6,581
0,3790.108922,1052.657142,53326.8676,3,653
2,3614.692474,9612.962218,66265.39048,5,583
1,3129.93834,7234.357001,56966.73641,4,556
0,4531.560896,5488.132132,70368.73493,4,715
5,7240.998261,27063.11345,94816.76301,3,647
1,2652.421385,4510.306352,40821.36564,3,633
5,1451.28038,5328.65409,20537.41608,5,566
5,4292.117412,18305.70227,59670.69209,3,569
2,7183.071101,13989.98226,97946.088,6,750
0,4371.585734,4731.729432,77988.65371,3,654
1,4250.492037,5703.317041,75372.44806,6,657
1,4899.540219,9181.836528,97402.14842,5,696
1,5152.987122,10173.14527,101609.5922,5,679
4,3831.626965,15250.59359,61640.54569,1,540
3,3863.852163,11238.45086,60540.14586,5,689
0,4582.556971,762.8559521,76285.59521,5,608
1,6876.660373,7930.173802,99222.5428,7,635
2,3883.665564,8283.312439,59497.83049,5,673
0,3948.917984,5423.179171,74638.22629,6,502
0,4858.546194,1064.622236,80769.98451,4,646
5,2352.477472,20029.73572,90501.39682,8,715
1,4971.133872,5398.59963,66691.2441,7,675
4,3865.86451,12647.96853,63406.50861,6,641
0,4735.745719,4688.827906,71313.50616,2,590
1,4413.299358,8010.841784,73390.66901,6,566
2,3805.967124,7663.159748,77254.5919,7,650
0,3150.574507,4295.751747,61962.99402,4,586
0,5002.866452,4909.395404,109502.2291,5,608
0,2886.126559,5083.890754,63053.82913,3,601
0,5324.281287,5553.799178,78857.55948,3,676
0,3293.210967,1705.844233,61545.91544,4,615
1,3463.933719,9397.307266,73033.05498,6,592
1,4170.45217,8068.244799,77323.58137,5,629
5,3273.84721,20551.52564,70074.28481,3,440
3,1968.718288,13175.05219,64733.27361,5,605
0,3743.047433,1822.525541,99854.39476,2,653
0,3346.164035,2027.537742,56691.7191,4,689
0,3302.375658,3540.408869,52940.40485,3,571
0,5047.954915,6863.730333,76614.1146,5,614
2,2639.95703,12021.91222,83860.84439,6,664
0,4904.581262,4698.463575,80869.84714,6,571
1,5417.279327,7391.886571,82768.89299,5,763
0,2785.085843,452.4676251,45246.76251,5,596
1,3761.104427,6049.274879,63909.73472,7,636
0,4015.973043,6133.080559,68587.89921,5,688
0,4804.134009,3507.089305,75908.75081,3,638
0,1899.960069,3451.546411,47362.73746,6,663
0,2993.315191,1902.132228,49344.19618,4,706
0,4443.194436,3860.940688,77640.93309,5,705
0,3764.638576,813.3494618,55589.75997,3,672
1,3405.464771,5722.217141,57977.85051,6,635
0,5233.314721,2816.443632,103368.1427,4,688
0,3329.264772,4329.572628,56616.44272,4,693
5,7600.863137,27092.91555,95113.3953,3,675
0,4429.163156,2412.579464,59197.50458,6,668
1,7019.336502,9952.827512,110965.3861,5,713
1,4303.567189,9689.864564,82028.55478,5,656
1,4218.407733,7200.725496,69581.33564,6,577
3,2365.307921,9678.497647,50004.71588,5,575
5,4786.569051,16639.73815,62831.787,3,468
0,5587.896567,6187.078156,93643.05616,3,547
5,6905.277575,34631.68979,111413.2902,3,556
5,3031.641296,14133.50465,51218.90654,5,610
0,3186.990222,4371.999164,51275.7922,3,603
0,2308.706064,3594.416332,50888.40457,5,661
1,4049.444875,8710.226829,78905.08906,7,649
5,3843.920315,21596.95948,76811.75963,2,548
0,1870.556714,4531.59018,48036.9865,4,603
3,3309.666711,15225.31332,89705.6281,8,718
5,4302.281736,21031.34228,74601.11754,4,567
0,1415.543848,1704.384881,28603.16172,2,629
5,1876.362386,9935.45444,35853.83196,6,616
3,4078.716272,18673.95532,93301.64963,5,641
0,4516.927546,4166.999263,77907.70155,2,614
1,7808.355283,5695.83038,101152.0586,8,619
0,5144.815686,7780.877369,95478.65148,4,597
4,7946.101294,33840.34674,119267.036,3,645
1,4296.215583,5780.116157,62329.28809,5,682
0,4266.572456,3346.715784,64819.22221,3,580
4,5628.249015,19169.28645,84612.28468,4,755
4,5425.211183,16677.23006,78000.93479,7,738
5,4079.979057,17234.66352,52782.61741,3,594
5,3226.790388,12599.81008,46423.98994,4,536
1,3663.333372,5823.401991,61545.74382,4,645
0,5618.080185,9626.603467,103060.7968,3,658
0,4127.734805,5342.065202,70517.06199,6,725
0,1886.109915,1410.430565,32285.53374,4,523
1,5270.414334,8827.293572,85887.85165,6,648
5,5462.749752,26764.32621,89125.57713,3,572
0,2564.075411,3523.881245,59063.45951,3,667
0,3278.505192,4650.685435,64489.68835,5,648
5,4940.924258,19623.94953,72378.73862,2,552
2,4444.405913,8731.396625,63464.825,6,598
0,4131.02782,3214.3417,80848.81164,4,647
0,5472.700711,6065.629709,76244.96636,3,627
0,4146.561685,5398.562837,64375.34127,3,554
1,3278.499081,7010.017905,70703.03575,6,674
1,2418.215637,5451.023843,76622.95688,7,668
5,5190.695843,31527.18281,95946.53116,6,549
0,3043.91572,1378.643139,59851.72368,4,541
0,4629.157845,3494.303512,88905.15307,5,558
1,1823.828259,3051.978276,35395.13528,5,657
1,4505.396939,6016.389329,75613.06858,7,697
1,4665.79933,6209.219732,69550.21354,5,703
0,4645.6016,2026.939842,74604.18019,5,650
5,6073.905476,28829.21096,100031.5932,6,626
1,4049.95717,6324.750938,65238.88965,6,616
2,6050.204453,10503.40296,87025.5691,8,624
0,3041.2662,3628.841776,49445.67245,4,640
1,1574.341586,2604.57668,24422.52859,6,596
1,7117.686512,7013.935961,101791.1152,5,593
0,4069.066702,2222.133458,79856.59991,3,720
0,1566.088637,1432.743572,26531.93234,2,586
5,4595.230023,18942.44152,64609.09745,2,594
0,2289.91644,4520.744314,49777.26094,4,620
0,6198.634889,2085.054941,89807.7372,5,583
1,2649.109682,5454.776791,38225.41246,3,582
1,5951.298566,9879.585104,110363.2024,7,735
0,4920.030329,3582.545417,63740.31544,1,650
5,1467.170646,9236.634801,25676.39117,3,685
5,6105.574869,26597.58123,95258.66246,2,630
1,4101.085771,5664.011305,62273.8994,6,611
0,5819.347095,5777.070139,107232.6271,5,642
0,2976.601321,510.2035139,51020.35139,2,661
1,3551.715687,9840.839819,73915.32743,4,690
5,7407.244398,29661.21239,106691.4975,4,485
0,7075.74067,1040.342976,104034.2976,3,580
0,6490.279779,7434.956541,97312.5528,2,603
1,3144.990039,7015.883752,60863.12049,6,572
0,5085.14142,4905.161094,91319.92708,4,555
0,3879.481181,4894.867489,70287.4438,4,631
1,6417.810496,11626.91041,103654.7027,4,589
3,4229.13375,16728.67811,87193.15518,6,504
1,3300.930545,8029.744344,58985.16873,6,610
2,4265.324672,10992.81977,70174.59124,5,665
0,5643.354884,6429.433015,87247.72972,6,798
1,3310.578516,5125.389848,47455.38596,5,715
1,4355.778468,5274.996238,68573.05178,6,594
0,4128.720849,612.0871972,61208.71972,3,597
3,4195.468627,10403.15563,84398.56097,8,658
5,5258.974101,18794.89085,77619.92194,5,554
5,3305.069595,25520.98329,90774.47952,5,509
5,4981.683281,21408.62267,68945.14754,4,618
5,4939.075672,18956.44352,73162.49295,4,481
0,4813.513711,6883.945279,88112.29878,6,684
3,6082.03184,16740.94981,86438.7746,5,591
1,3156.104958,6834.163184,63490.985,7,642
2,6661.364854,10795.30453,89963.06511,6,634
1,5389.818324,10728.47519,90343.12947,6,703
0,3051.852322,2795.389204,48208.86328,5,612
1,3288.499112,6046.163793,66858.65242,6,561
0,1547.829074,3339.495499,47283.32081,5,721
1,2834.914892,7546.77414,47030.45516,2,691
0,5192.785557,835.5300806,83553.00806,2,634
0,3940.452189,3987.433852,95425.05648,4,642
5,6238.610615,26573.25649,90332.6506,4,562
0,2120.402105,2315.68631,36556.23277,4,732
1,5110.456033,6708.764119,75395.42211,4,685
0,2400.011482,2940.287718,41179.41264,3,702
0,2724.062425,1684.525057,61153.99547,4,650
5,4725.02332,26174.59044,76694.37795,3,616
0,3494.431114,509.4812464,48767.38849,3,699
0,4405.502187,6153.162444,67416.08456,2,561
0,4418.003077,621.1713441,62117.13441,3,566
0,3470.776209,4252.9237,59905.67965,5,600
1,3646.526394,9055.105274,75363.09995,5,752
5,3164.844122,12915.3259,38509.12744,4,576
5,4464.116034,24670.83117,82270.30656,3,512
0,4903.960705,2018.670418,68686.64063,5,706
4,5272.233964,27538.03365,104399.9785,3,619
3,5567.164092,21552.8954,109986.0689,5,591
0,4083.172444,5080.310638,73693.04741,2,604
0,3072.072123,6219.588634,59015.2295,3,592
0,5368.058298,5355.09085,73124.34503,3,607
1,4694.854076,12583.94698,93630.63009,3,687
5,3992.728087,18528.00845,64348.07693,4,596
0,4469.333639,4501.429489,72356.60588,6,597
0,3911.932414,5630.390054,67673.39693,7,779
0,4353.74364,5250.835201,57029.9598,4,666
1,1972.702772,4508.558796,47020.67268,7,622
0,1865.388324,2975.568711,40147.67864,2,644
5,3264.542861,22279.8199,68801.74409,5,588
1,1040.147197,1899.244212,18139.11924,5,643
1,3539.274251,6036.645489,74453.73474,6,673
0,4121.861827,1904.309848,62193.14518,3,592
0,2138.781609,3455.119328,39986.18808,4,642
0,5346.209923,3360.883512,88720.69956,5,644
5,3547.245298,17032.43552,76662.61236,7,657
5,4775.527495,17532.70052,63702.51532,4,563
3,2778.117505,9956.31397,50865.04066,4,488
1,2127.303789,5896.516804,46214.76633,6,632
1,4342.551197,7797.452347,70008.54597,5,711
0,4775.820104,3931.014126,78828.10544,4,571
1,6082.549277,7653.869364,95147.09952,6,712
0,3153.43503,2486.724458,72169.95254,6,504
1,4714.157754,6423.22367,67377.06391,4,645
0,3426.027007,3963.490966,79762.09093,4,543
4,5939.575882,18902.42004,91838.75292,6,624
1,3177.635691,3520.766801,52839.05906,8,625
2,3619.857951,11012.95755,61770.64478,3,601
1,3483.769601,4800.985201,45052.69204,5,682
1,5940.549845,9565.652633,82534.78544,4,684
5,3934.455416,18690.99199,65945.7195,5,536
0,2229.876206,2854.273314,56470.71046,6,662
5,3062.407868,13426.02492,50260.48865,3,551
3,3844.12247,11918.96761,72039.0278,6,740
0,3538.869058,5231.646406,69432.30147,5,688
2,3821.761101,13001.41211,72550.83459,2,590
0,2314.765653,1720.117815,51892.40972,4,709
0,3829.841552,5258.24932,73125.50468,6,537
5,8497.085528,29878.30632,103017.9,2,629
4,4881.630077,19837.04438,82526.13401,5,652
1,3672.703187,5983.827291,62968.16042,6,610
0,5522.49493,687.5717842,68757.17842,3,739
2,2498.191999,6168.107169,44851.94059,3,576
2,5738.477804,14549.82084,70941.04434,0,545
0,3939.918175,5419.898322,72052.57079,5,600
0,2042.493602,3838.508156,38660.3946,2,654
5,3177.883857,16834.91049,59683.52982,5,564
1,4632.844453,8117.976727,74391.99303,4,493
1,3654.629872,6365.820764,56663.32852,5,681
0,2556.369391,3448.657963,40100.23451,6,642
2,3770.718121,8124.054075,64019.84476,6,621
0,6287.503576,7028.876911,91578.92445,4,571
5,5225.747016,20635.1915,73388.85097,5,680
0,5336.400315,1459.848953,89742.87373,5,689
5,3714.35271,23251.47929,88079.10551,6,532
1,2707.856998,3571.980981,46343.73132,5,605
2,3818.790657,10672.82587,77316.63523,8,655
5,5054.956864,19796.51864,76917.43101,3,563
0,4334.93122,4215.540051,103266.9376,5,644
1,6428.623893,8201.759687,101770.762,7,688
0,2306.059496,4283.30369,45747.76502,2,629
5,4862.845105,22760.99271,62494.49753,2,536
0,4757.975697,2984.27057,77623.70821,3,716
3,4819.310067,16440.51044,79131.75623,3,558
0,3632.328416,2883.143424,64228.98294,5,609
1,4992.069842,7042.977606,119734.0804,8,727
0,5929.365413,8625.555369,89048.5931,4,712
0,3096.574327,3500.310501,58478.87425,5,665
1,6940.629805,14539.37102,119854.2865,6,684
1,5515.369477,9182.255208,91617.25605,6,619
0,6538.145623,1021.466857,99280.38972,3,619
5,4651.92823,24355.88637,91034.65106,3,597
5,5056.613926,18331.38783,61694.83743,3,599
3,6509.66362,17402.34246,87221.75506,4,640
0,3720.780646,4279.548904,58385.5833,5,654
4,4291.396211,17103.99241,70412.5713,6,639
0,5536.165853,6801.494734,91389.24635,4,655
0,3158.126957,5544.150575,60847.20322,3,635
0,5374.997686,4764.689607,73765.27862,3,659
0,2788.628902,3465.858468,62925.80911,4,609
5,2235.96448,11071.77671,42726.18081,7,721
5,7023.595339,29495.48252,104899.3316,3,672
0,3451.861694,557.8943204,55789.43204,6,559
0,4522.117563,995.2418003,99524.18003,5,623
1,4397.595918,12508.27516,99137.05552,6,720
2,3872.18598,9605.906935,63047.72824,5,644
5,3865.490288,24067.53714,75243.26667,2,658
5,6382.697235,21900.78665,73062.45452,3,565
0,5206.571978,4655.435627,71187.17237,5,663
0,4721.474058,5811.149199,80809.2782,3,554
5,6612.864461,26867.80342,95484.20393,3,508
